RANK,COMPANY NAME,GROWTH,EMPLOYEES,STATE, REVENUE ,FOUNDED,INDUSTRY
4831,Seisan,62,18,PA,2.6 MM,1993,Software
4902,Kinetix,60,51,PA,11.0 MM,1993,Security
4940,Pure Romance,59,170,OH,220.2 MM,1993,Consumer Products & Services
4948,The Greener Side,59,25,MI,3.6 MM,1993,Business Products & Services
4950,MindLeaf Technologies,59,180,MA,10.7 MM,1993,Health
482,Cookie Cutters Haircuts for Kids,"1,048",7,UT,4.1 MM,1994,Retail
1271,Farber & Company Attorneys,380,29,CA,2.6 MM,1994,Consumer Products & Services
1466,The RADCO Companies,319,544,GA,210.3 MM,1994,Real Estate
1653,Great Lakes Caring,279,9500,MI,565.2 MM,1994,Health
1745,Axispoint,260,94,NY,33.5 MM,1994,IT System Development
1830,"CRI (McLean, VA)",246,145,VA,25.1 MM,1994,Government Services
1881,EBCG,238,12,IL,2.7 MM,1994,Insurance
2114,The Saywitz Company,210,44,CA,12.8 MM,1994,Real Estate
2150,Solutions by Text,206,25,TX,5.5 MM,1994,Telecommunications
2187,LMS,203,30,FL,9.8 MM,1994,Advertising & Marketing
2340,Blue Chip Talent,186,157,MI,18.1 MM,1994,Business Products & Services
2527,La Colombe Coffee Roaster,169,650,PA,69.9 MM,1994,Food & Beverage
2539,Evans,168,61,VA,14.3 MM,1994,Government Services
2882,Michigan Custom Machines,142,48,MI,19.1 MM,1994,Manufacturing
3120,Passport Health,127,1000,AZ,51.9 MM,1994,Health
3171,Inserso,124,285,VA,39.6 MM,1994,Government Services
3225,Atlantic Blue Water Services,122,17,MD,2.8 MM,1994,Consumer Products & Services
3354,DMD Systems Recovery,115,23,AZ,4.9 MM,1994,IT Management
3441,SourceMatch,111,23,TX,2.1 MM,1994,Human Resources
3456,MedRisk,110,715,PA,546.5 MM,1994,Health
3594,Market Traders Institute,104,159,FL,42.7 MM,1994,Education
3691,Pegasus Logistics Group,100,233,TX,120.0 MM,1994,Logistics & Transportation
3709,HS Brands International,99,40,MA,12.0 MM,1994,Business Products & Services
3743,Softvision,98,2500,CA,134.6 MM,1994,Business Products & Services
3788,HomeSpec BasementFix,96,43,MI,5.2 MM,1994,Construction
3952,Compunnel Software Group,90,2108,NJ,170.3 MM,1994,Human Resources
4229,Lord Green Real Estate Strategies,80,15,TX,2.3 MM,1994,Environmental Services
4250,TCG Consulting,80,50,NC,7.2 MM,1994,Travel & Hospitality
4269,Profit Builders,79,31,KS,3.8 MM,1994,Financial Services
4394,BrainSell,75,55,MA,7.0 MM,1994,Software
4466,AirFleet Capital,74,14,AZ,5.8 MM,1994,Financial Services
4535,Beverly Hills Teddy Bear,72,18,CA,15.6 MM,1994,Consumer Products & Services
4544,Gorilla Group,71,319,IL,36.6 MM,1994,Software
4545,Employment Screening Services,71,119,AL,26.4 MM,1994,Human Resources
4608,"Cruise Planners, an American Express Travel Representative",69,114,FL,65.4 MM,1994,Travel & Hospitality
4641,Laser Products Industries,68,35,IL,10.8 MM,1994,Manufacturing
4653,Flowing Wells Landscape & Pools,68,36,AZ,4.5 MM,1994,Construction
4758,HMS Global Maritime,65,837,IN,175.6 MM,1994,Travel & Hospitality
4798,Veristat,64,250,MA,37.0 MM,1994,Health
4806,"Carolina Partners in Mental HealthCare, PLLC",63,190,NC,13.8 MM,1994,Health
4860,Biotech X-ray,62,140,MO,16.3 MM,1994,Health
4900,Advanced Electronic Designs,60,22,MT,3.4 MM,1994,Engineering
4983,Enscicon,58,166,CO,11.8 MM,1994,Engineering
4987,Pacific Dental Services,58,9008,CA,1186.7 MM,1994,Health
584,RedCloud Consulting,856,68,WA,10.7 MM,1995,Business Products & Services
671,Kodiak Cakes,745,50,UT,54.8 MM,1995,Food & Beverage
1134,Pierce Education Properties,435,388,CA,59.8 MM,1995,Real Estate
1901,Las Vegas Expo,236,63,NV,10.9 MM,1995,Business Products & Services
2136,Creative Marketing Resources,208,17,WI,3.5 MM,1995,Advertising & Marketing
2328,Omnigo Software,187,121,MO,11.7 MM,1995,Software
2624,The Bridge Group,161,14,VA,4.0 MM,1995,Advertising & Marketing
2736,Accucode,152,92,CO,63.3 MM,1995,IT Management
2794,First Centennial Mortgage,148,256,IL,38.6 MM,1995,Financial Services
2837,GSF Mortgage,145,228,WI,30.5 MM,1995,Financial Services
2909,BigSpeak Speakers Bureau,140,27,CA,22.4 MM,1995,Business Products & Services
2929,SynergyLabs,139,60,FL,11.1 MM,1995,Consumer Products & Services
3213,FORETHOUGHT.net,122,30,CO,7.0 MM,1995,Telecommunications
3245,Novae,121,900,IN,153.0 MM,1995,Manufacturing
3439,Endeavor,111,6200,NY,3541.2 MM,1995,Media
3493,A+ Staffing,108,30,TX,7.4 MM,1995,Advertising & Marketing
3525,List Partners,107,85,GA,16.7 MM,1995,Advertising & Marketing
3543,MTM,106,1700,MO,494.7 MM,1995,Logistics & Transportation
3596,Architectural Fabrication,104,81,TX,8.3 MM,1995,Construction
3660,Rocket IT,101,23,GA,3.3 MM,1995,IT Management
3714,Apex Revenue Technologies,99,164,MN,110.6 MM,1995,Financial Services
3779,mac of all trades,96,36,FL,21.5 MM,1995,Computer Hardware
3852,360IT PARTNERS,93,48,VA,5.5 MM,1995,IT Management
3965,Blue Microphones,89,66,CA,55.1 MM,1995,Consumer Products & Services
3967,Jamaica Cottage Shop,89,32,VT,3.7 MM,1995,Manufacturing
4086,MIS Solutions,85,36,GA,3.8 MM,1995,IT Management
4101,Hargrove Engineers + Constructors,85,1389,AL,246.8 MM,1995,Engineering
4142,Equator Coffees & Teas,83,131,CA,16.6 MM,1995,Food & Beverage
4168,CI&T,83,1126,NY,39.4 MM,1995,Business Products & Services
4218,ARGI Financial Group,81,137,KY,22.7 MM,1995,Financial Services
4225,Coherent Solutions,80,785,MN,37.7 MM,1995,Software
4252,MKD Electric,79,230,IL,42.8 MM,1995,Construction
4335,PROMEDICAL,77,68,MA,7.4 MM,1995,Health
4397,ipipeline,75,600,PA,128.5 MM,1995,Software
4577,Consumer Cellular,71,1478,OR,811.2 MM,1995,Telecommunications
4697,Comprehensive Logistics,66,2390,OH,173.5 MM,1995,Logistics & Transportation
4719,Proforma Graphic Services,66,41,OH,11.7 MM,1995,Advertising & Marketing
4926,Management Services Northwest,60,413,WA,17.4 MM,1995,Business Products & Services
4930,Program Productions,59,5135,IL,52.4 MM,1995,Media
4955,PlanetOne Communications,59,18,AZ,30.8 MM,1995,Telecommunications
82,ZPower,"3,946",256,CA,26.5 MM,1996,Energy
399,ANEXIO,"1,250",33,NC,19.0 MM,1996,IT Management
913,SeKON Enterprise,542,137,VA,38.3 MM,1996,Government Services
1147,Mystic Powerboats,429,30,FL,5.6 MM,1996,Manufacturing
1349,Nexus Technologies,355,102,CO,39.5 MM,1996,IT Management
1356,National Automotive Experts/NWAN,350,150,OH,145.3 MM,1996,Business Products & Services
1388,VICTRA,341,6000,NC,1460.4 MM,1996,Retail
1585,Southern Services & Equipment,294,78,LA,11.0 MM,1996,Construction
1743,Open Systems Technologies,260,114,VA,10.8 MM,1996,IT System Development
1796,Tilson Technology Management,251,283,ME,44.2 MM,1996,Telecommunications
2000,Luna Gourmet Coffee & Tea Company,224,53,CO,11.0 MM,1996,Manufacturing
2011,Cindy Solomon & Associates,222,9,CA,2.4 MM,1996,Human Resources
2064,Pinnacle Group,216,1563,TX,2110.2 MM,1996,Human Resources
2117,Amicon Management,210,17,FL,2.8 MM,1996,Construction
2119,CENTURY 21 JR GOLD TEAM REALTY,210,65,NJ,2.1 MM,1996,Real Estate
2197,Taoti Creative,201,39,DC,5.9 MM,1996,IT System Development
2210,DeAngelis Diamond,199,195,FL,361.2 MM,1996,Construction
2243,NEWMEDIA,196,80,CO,6.3 MM,1996,Advertising & Marketing
2285,Advance Financial,192,792,TN,216.2 MM,1996,Financial Services
2371,Hurt Electric,183,36,WI,14.7 MM,1996,Construction
2384,Trowbridge & Trowbridge,182,304,VA,91.3 MM,1996,Government Services
2730,Thycotic,152,191,DC,26.6 MM,1996,Software
2771,Bevara Building Services,149,93,WI,11.2 MM,1996,Business Products & Services
2833,ProTec Building Services,146,357,CA,25.5 MM,1996,Construction
2892,TSAV,142,61,GA,21.9 MM,1996,IT System Development
2916,Steelhead Productions,140,38,NV,16.2 MM,1996,Advertising & Marketing
3006,CisCom Solutions,134,30,KY,4.7 MM,1996,IT Management
3041,Plus Group,132,157,OH,37.0 MM,1996,Engineering
3044,Atlas Insurance Brokers,132,20,MN,21.6 MM,1996,Insurance
3060,Pelican Brewing Company,131,199,OR,18.9 MM,1996,Food & Beverage
3073,Pharmaceutical Strategies Group,130,157,TX,38.3 MM,1996,Health
3103,HomeVestors of America,128,38,TX,78.8 MM,1996,Real Estate
3159,OMW,125,29,CA,7.2 MM,1996,Manufacturing
3252,Pillar Technology,121,311,OH,52.4 MM,1996,IT System Development
3381,Toffler Associates,114,23,VA,13.1 MM,1996,Financial Services
3385,Mind Your Business,114,22,NC,5.7 MM,1996,Human Resources
3634,Reliant Foodservice,102,59,CA,43.6 MM,1996,Food & Beverage
3698,BCT Consulting,100,65,CA,11.7 MM,1996,IT System Development
3728,Fort Collins Heating and Air Conditoning,99,72,CO,9.6 MM,1996,Consumer Products & Services
3742,Mid-Atlantic ProTel,98,240,WV,39.0 MM,1996,Retail
3769,Corporate Web Services,97,22,MN,3.1 MM,1996,Advertising & Marketing
3883,Opus Interactive,92,16,OR,5.4 MM,1996,IT Management
3888,Steele Solutions,92,175,WI,58.5 MM,1996,Manufacturing
3900,Scorpion Coatings,91,20,IN,9.7 MM,1996,Manufacturing
3906,Key Health Medical Solutions,91,80,CA,20.7 MM,1996,Financial Services
4103,Grasp Technologies,85,40,CA,4.6 MM,1996,Software
4104,Corporate Essentials,85,108,NJ,24.8 MM,1996,Food & Beverage
4247,Reliable Relamping,80,120,MI,24.3 MM,1996,Construction
4275,powersolution.com,79,16,NJ,2.1 MM,1996,IT Management
4378,The Kotter Group,76,22,GA,2.5 MM,1996,Telecommunications
4415,Balsam Hill,75,171,CA,131.5 MM,1996,Retail
4445,Internet Creations,74,36,NJ,5.9 MM,1996,Software
4447,Mountain Showcase Group,74,29,NC,3.6 MM,1996,Consumer Products & Services
4467,Intivix,74,23,CA,4.9 MM,1996,IT System Development
4538,Innovative Enterprises,72,40,VA,16.5 MM,1996,Business Products & Services
4546,WellBiz Brands,71,45,CO,21.2 MM,1996,Health
4551,Avella Specialty Pharmacy,71,706,AZ,1352.0 MM,1996,Health
4562,Sterling Computers,71,164,SD,440.8 MM,1996,Government Services
4587,Imagine IT,70,38,MN,5.9 MM,1996,IT Management
4640,Logistics Plus,68,498,PA,127.3 MM,1996,Logistics & Transportation
4681,SVS Group,67,45,CA,48.7 MM,1996,Human Resources
4707,Preferred Corporate Housing,66,31,TX,25.0 MM,1996,Real Estate
4946,Certified Languages International,59,140,OR,36.8 MM,1996,Telecommunications
4978,Mobile One Courier,58,110,VA,6.6 MM,1996,Logistics & Transportation
4979,Mediassociates,58,0,CT,11.5 MM,1996,Advertising & Marketing
1010,Custom Decks,489,15,CO,2.1 MM,1997,Construction
1071,22nd Century Technologies,461,1164,NJ,126.5 MM,1997,Government Services
1099,Culver Equipment,449,65,AZ,26.6 MM,1997,Business Products & Services
1230,Sales Partnerships,393,200,CO,23.7 MM,1997,Business Products & Services
1363,MedSource,347,110,TX,42.0 MM,1997,Health
1389,WOOD Consulting Services,341,76,MD,21.4 MM,1997,Government Services
1562,Port One,301,24,CT,2.1 MM,1997,Telecommunications
1826,Optimal Design,246,36,IL,10.7 MM,1997,Engineering
1853,Hydromax USA,243,330,IN,38.2 MM,1997,Environmental Services
1917,Expression Networks,233,65,DC,6.8 MM,1997,Government Services
2042,The Lockwood Group,218,157,CT,31.5 MM,1997,Advertising & Marketing
2263,SocialSEO,195,60,CO,5.3 MM,1997,Advertising & Marketing
2289,Pure Incubation,192,500,MA,20.0 MM,1997,Advertising & Marketing
2436,Nothing Bundt Cakes,178,230,TX,220.0 MM,1997,Food & Beverage
2510,Level Access,171,155,VA,20.9 MM,1997,Software
2574,Unison Systems,165,250,CO,34.3 MM,1997,IT System Development
2615,Accurate Background,162,564,CA,117.6 MM,1997,Human Resources
2617,New Tech Solutions,162,34,CA,202.5 MM,1997,Government Services
2675,K-TECHnologies,157,75,NY,10.1 MM,1997,Manufacturing
2687,GSG Computers,156,14,TN,2.7 MM,1997,IT Management
2759,Northwest Career College,150,113,NV,7.0 MM,1997,Education
2784,BirdDogHR,148,49,IA,7.6 MM,1997,Software
2884,Light Dental Studios,142,150,WA,14.5 MM,1997,Health
2923,Vyne,140,110,GA,32.8 MM,1997,Health
2961,Managed Care Advisors,137,116,MD,13.8 MM,1997,Health
2986,Balance Staffing,136,104,CA,107.7 MM,1997,Human Resources
2995,Media Junction,135,25,MN,2.1 MM,1997,Advertising & Marketing
3013,Ripple,134,30,GA,4.4 MM,1997,IT Management
3116,Carolina Restoration Services of North Carolina,127,83,NC,17.6 MM,1997,Construction
3118,DataArt,127,2600,NY,123.2 MM,1997,Software
3200,WMK,123,1068,OH,444.4 MM,1997,Retail
3221,49er Communications,122,7,CA,6.7 MM,1997,Telecommunications
3512,The Wireless Experience,107,431,NJ,111.0 MM,1997,Retail
3552,HazTek,106,217,NJ,23.9 MM,1997,Construction
3599,SKG,104,48,TX,31.4 MM,1997,Real Estate
3606,Meradia,103,25,PA,4.8 MM,1997,Financial Services
3652,Meathead Movers,101,287,CA,16.6 MM,1997,Logistics & Transportation
3705,Tropical Smoothie Cafe,100,80,GA,40.0 MM,1997,Food & Beverage
3765,ERGOS Technology Partners,97,157,TX,27.4 MM,1997,IT Management
3768,Atlantic Environmental Solutions,97,24,NJ,7.2 MM,1997,Environmental Services
3795,Segue Technologies,96,110,VA,30.1 MM,1997,Government Services
3964,Bases Loaded,90,24,CA,7.8 MM,1997,Retail
4043,PR Management,87,2900,MA,181.9 MM,1997,Travel & Hospitality
4058,South Florida Tissue Paper,86,41,FL,13.3 MM,1997,Manufacturing
4095,CapTech Ventures,85,823,VA,160.5 MM,1997,Business Products & Services
4176,Burwood Group,82,206,IL,123.9 MM,1997,IT System Development
4224,Engineering and Computer Simulations,81,126,FL,13.9 MM,1997,Government Services
4265,bluemedia,79,132,AZ,25.2 MM,1997,Advertising & Marketing
4270,Encode,79,50,NJ,11.9 MM,1997,IT System Development
4290,Softeq Development,78,205,TX,8.5 MM,1997,Software
4363,TechSource,76,146,NM,34.5 MM,1997,Engineering
4366,Critical Link,76,40,NY,11.7 MM,1997,Engineering
4367,"Surface Mount Technology,",76,148,WI,47.5 MM,1997,Manufacturing
4381,Electronic Cash Systems,76,55,CA,48.1 MM,1997,Financial Services
4385,MVS,76,20,DC,22.6 MM,1997,Government Services
4574,MayoSeitz Media,71,43,PA,65.6 MM,1997,Advertising & Marketing
4601,Exclusive Concepts,70,63,MA,9.4 MM,1997,Advertising & Marketing
4746,M Culinary Concepts,65,184,AZ,28.3 MM,1997,Food & Beverage
4803,Creative Works,63,57,IN,10.5 MM,1997,Business Products & Services
4809,SOLVARIA,63,31,VA,3.7 MM,1997,IT Management
4814,Qualbe Marketing Group,63,62,TX,14.1 MM,1997,Advertising & Marketing
4830,Networking Technologies and Support,62,200,VA,20.9 MM,1997,IT Management
4845,Liquid Web,62,591,MI,106.0 MM,1997,Computer Hardware
4882,Technology Associates,61,16,NC,3.5 MM,1997,IT Management
4989,Taziki's Mediterranean Cafe,58,386,AL,26.0 MM,1997,Food & Beverage
839,ConsumerAffairs,598,262,OK,24.1 MM,1998,Media
886,Anchor Loans,564,135,CA,122.6 MM,1998,Financial Services
1174,ARG - AgentHR Recruiting Group,413,127,FL,14.1 MM,1998,Human Resources
1288,Prime Therapeutics,372,4329,MN,16433.2 MM,1998,Health
1315,CCS Technology Group,364,24,IL,4.1 MM,1998,IT Management
1509,LandSouth Construction,311,107,FL,269.7 MM,1998,Construction
1676,Mark Spain Real Estate,274,150,GA,16.1 MM,1998,Real Estate
1746,Capitol Home Health,260,235,TX,19.0 MM,1998,Health
1755,Frontline Education,259,623,PA,126.0 MM,1998,Education
1769,Proforma Angelini + Diamond Solutions,257,6,TX,2.1 MM,1998,Business Products & Services
1808,"IT Partners (Bethel Park, PA)",249,37,PA,12.0 MM,1998,Business Products & Services
1848,ALTA MODA SALON,243,14,TX,2.5 MM,1998,Retail
1866,Epiq,240,5167,GA,1007.1 MM,1998,Business Products & Services
1988,Consumer Fire Products,225,10,OR,2.3 MM,1998,Security
2054,Ecotone,217,70,MD,12.8 MM,1998,Environmental Services
2242,"CTI (Taylorville, IL)",196,28,IL,3.2 MM,1998,Telecommunications
2292,PASSCO Companies,192,65,CA,900.5 MM,1998,Real Estate
2295,DeVine,191,55,CA,5.9 MM,1998,IT System Development
2356,PaceRunners,184,268,AL,134.4 MM,1998,Logistics & Transportation
2397,FC Hospitality,181,425,IL,7.6 MM,1998,Travel & Hospitality
2417,TargetX.com,179,65,PA,17.1 MM,1998,Advertising & Marketing
2538,SLM Holdings,168,435,AZ,32.9 MM,1998,Business Products & Services
2650,NEI General Contracting,159,153,MA,205.7 MM,1998,Construction
2695,Apex Energy Group,155,13,IN,3.7 MM,1998,Construction
2858,Paragon Stairs,144,103,PA,15.1 MM,1998,Manufacturing
2988,Spire Digital,136,51,CO,8.6 MM,1998,Software
3024,Decksouth,133,36,GA,5.1 MM,1998,Construction
3260,Meriwether & Tharp,121,69,GA,7.5 MM,1998,Consumer Products & Services
3347,Unanet,116,130,VA,26.0 MM,1998,Software
3416,Unlimited Landscaping & Turf Management,112,200,GA,15.7 MM,1998,Environmental Services
3460,Solstice Benefits,110,119,FL,40.2 MM,1998,Insurance
3688,ProspectsPLUS!,100,30,FL,11.6 MM,1998,Real Estate
3751,Timo's Air Conditioning & Heating,98,30,CA,4.7 MM,1998,Construction
3772,pMD,97,26,CA,9.3 MM,1998,Health
3776,SafePro Auto Glass,96,107,AZ,15.0 MM,1998,Consumer Products & Services
3876,Cheba Hut Toasted Subs,92,550,CO,24.1 MM,1998,Food & Beverage
3893,Hissho Sushi,92,343,NC,144.1 MM,1998,Food & Beverage
3982,LLamasoft,89,454,MI,67.2 MM,1998,Logistics & Transportation
4045,n2y,87,108,OH,25.0 MM,1998,Software
4099,Veracity Solutions,85,19,UT,10.7 MM,1998,Software
4145,BARSAN GLOBAL LOGISTICS,83,60,NY,61.7 MM,1998,Logistics & Transportation
4188,Infomatics,82,80,MI,10.7 MM,1998,IT System Development
4208,280 Group,81,7,CA,3.9 MM,1998,Business Products & Services
4297,Stonework Design,78,37,NJ,13.7 MM,1998,Construction
4299,Nickell Equipment Rental & Sales,78,62,GA,7.2 MM,1998,Construction
4339,Halloran Consulting Group,77,68,MA,17.2 MM,1998,Business Products & Services
4364,SquarePlanet,76,6,AZ,2.4 MM,1998,Business Products & Services
4457,A. Marshall Hospitality,74,754,TN,26.5 MM,1998,Food & Beverage
4485,a2z,73,65,MD,10.7 MM,1998,Software
4496,Scooter's Coffee,73,206,NE,30.7 MM,1998,Food & Beverage
4506,Sensis,72,65,CA,23.8 MM,1998,Advertising & Marketing
4512,Exceed,72,188,MD,20.8 MM,1998,Government Services
4531,Yepremyan Law Firm,72,14,CA,2.7 MM,1998,Business Products & Services
4557,Momentum,71,77,PA,15.9 MM,1998,Government Services
4688,Fair Trade Certified,67,101,CA,20.1 MM,1998,Consumer Products & Services
4692,CDS Contractors,67,75,FL,12.0 MM,1998,Construction
4721,JP Fuji Group,66,365,MA,14.3 MM,1998,Food & Beverage
4771,The Millennium Group International,64,58,VA,9.3 MM,1998,Government Services
4833,ProActive Business Solutions,62,200,CA,10.1 MM,1998,IT Management
4836,KBTS Technologies,62,80,MI,8.2 MM,1998,IT System Development
4886,Zoup! Fresh Soup Company,61,31,MI,58.9 MM,1998,Food & Beverage
4893,Care2,61,75,CA,19.3 MM,1998,Advertising & Marketing
4896,Kyyba,60,498,MI,53.1 MM,1998,Human Resources
4901,Rosnet,60,58,MO,8.0 MM,1998,Food & Beverage
4921,Bottom Line,60,17,ID,50.3 MM,1998,Real Estate
4927,Pro Mach,60,3007,KY,793.0 MM,1998,Manufacturing
4964,ShoppersChoice.com,59,213,LA,96.4 MM,1998,Retail
40,Diversified Protection,"6,574",540,NV,36.6 MM,1999,Security
100,Adsugar,"3,636",15,NJ,20.0 MM,1999,Advertising & Marketing
349,T-Rex Solutions,"1,428",385,MD,195.5 MM,1999,Government Services
500,The Language Group,"1,014",23,VA,4.6 MM,1999,Business Products & Services
605,Niki Jones Agency,829,16,NY,4.9 MM,1999,Advertising & Marketing
1050,ROI Healthcare Solutions,468,81,GA,47.6 MM,1999,Health
1103,AFC Home Club,448,35,GA,5.7 MM,1999,Consumer Products & Services
1192,Speedzone Performance,406,6,FL,3.2 MM,1999,Retail
1232,GrapeTree Medical Staffing,393,102,IA,48.9 MM,1999,Health
1392,Quantico Tactical,340,94,NC,126.0 MM,1999,Government Services
1417,SoftDev,332,23,NC,3.7 MM,1999,Government Services
1435,Artemis Consulting,326,33,VA,6.6 MM,1999,IT Management
1462,American Financing,320,326,CO,93.6 MM,1999,Financial Services
1463,Courier Connection,319,350,GA,19.8 MM,1999,Logistics & Transportation
1545,Travel Nurse Across America,305,202,AR,176.6 MM,1999,Health
